ADRESSE_ID;ID_REMAX;PRIX;ADRESSE;ODONYMES;NUM_APPARTEMENT;CODE_POSTAL;CODE_REGION;REGION;ARRONDISSEMENT;NUM_CIVIQUE
268;17182759;1049000;6724 Rue Alma;rue;;H2S 2W7;H2S;Petite Italie;Rosemont/La Petite-Patrie;6724
269;17090058;99000;2511 Ch. de Fertile Creek;chemin;;J0S 1G0;J0S;;Très-Saint-Sacrement;2511
270;16764151;449900;317 Rue de Bologne;rue;;H7K 3H3;H7K;Laval;Vimont;317
271;16408410;194900;12 Rue Guertin;rue;;J8T 3K8;J8T;;Gatineau;12
272;15807448;345999;19 Av. de Bavière;avenue;;J5R 5P4;J5R;;Candiac;19
273;15562061;354900;66 Rue de Port-Daniel;rue;;J8V 0E6;J8V;;Limbour;66
274;15334415;2200;415 Rue St-Gabriel;rue;204;H2Y 3A1;H2Y;Vieux-Montréal;Ville-Marie;415
275;24331754;239000;6046 Av. Royale;avenue;;G0A 2K0;G0A;;L'Ange-Gardien;6046
276;22401466;499900;644 Rue Lapointe;rue;;G6K 0C6;G6K;Saint-Rédempteur;Les Chutes-de-la-Chaudière-Ouest;644
277;24200114;189000;4185 Rue Ringuet;rue;;G2B 4K1;G2B;Des Châtels;La Haute-Saint-Charles;4185
278;25142452;440000;999 Rue Beauregard;rue;819;G1V 4T9;G1V;Cité-Universitaire;Sainte-Foy/Sillery/Cap-Rouge;999
279;25580450;69900;24 Rue St-Fidèle;rue;;G5A 2K4;G5A;Charlevoix;La Malbaie;24
280;13098967;257000;9787 Rue St-Hubert;rue;;H2C 2H2;H2C;Montréal;Ahuntsic-Cartierville;9787
281;19367218;199000;33 Ch. Halbert;chemin;;J0V 1K0;J0V;;Gore;33
282;25567865;395000;5120 Rue Pothier;rue;;G2E 6A1;G2E;;Duberger/Les Saules;5120
283;25341813;294900;844 Rue Senneville;rue;;J5Y 2B4;J5Y;;Repentigny;844
284;25776466;649000;19640 Boul. Gouin O.;boulevard;;H9K 1B4;H9K;;Pierrefonds;19640
285;14489949;399900;54 Rue des Élans;rue;;J0E 1P0;J0E;;Eastman;54
286;15855210;529000;5400 Place De Jumonville;place;501;H1M 3L7;H1M;Cité-Jardin;Rosemont/La Petite-Patrie;5400
287;14491222;395000;1082 Rue André-Forand;rue;;H7L 5P3;H7L;Laval;Sainte-Rose;1082
288;27835385;799000;921 Rue Marlatt;rue;;H4M 2H7;H4M;;Saint-Laurent;921
289;13326377;189900;191 Rue de Morency;rue;301;J8V 2G1;J8V;;Gatineau;191
291;11332355;129000;243 Rue Papineau;rue;;J2G 5X4;J2G;;Granby;243
292;20887314;419000;11644 Rue Notre-Dame E.;rue;;H1B 2X5;H1B;;Pointe-aux-Trembles;11644
293;22003568;588000;3788 Céline-Marier;céline-marier;;H4R 3N4;H4R;;Pointe-Claire;3788
294;9530205;289000;96 Rue de Cologne;rue;;J6A 5B9;J6A;;Repentigny;96
295;19484913;2400;53 Crois. Maple;croissant;;H9W 4T3;H9W;;Beaconsfield;53
296;23791161;179000;417 Rue St-Viateur O.;rue;;J2G 5T5;J2G;;Granby;417
297;21948760;2700;1000 Rue de la Commune E.;rue;618;H2L 5C1;H2L;Vieux-Montréal;Ville-Marie;1000
298;28336359;1750;195 Rue Peel;rue;1606;H3C 0T1;H3C;Mille Carré Doré;Ville-Marie;195
299;13940911;385000;1292 Rue Henri-Louis-Beaudoin;rue;;G6K 1N2;G6K;Saint-Rédempteur;Les Chutes-de-la-Chaudière-Ouest;1292
300;17227876;895000;6 Av. Bayard;avenue;;J5R 2C4;J5R;;Candiac;6
301;27729578;1850;1085 Rue Smith;rue;1308;H3C 0L9;H3C;;Griffintown;1085
302;18165837;440000;11 Prom. des Îles;promenade;;H7W 4X3;H7W;Laval;Chomedey;11
303;17003046;109900;1036 Rue Alainbourg;rue;;G6Z 1W9;G6Z;Saint-Jean-Chrysostome;Les Chutes-de-la-Chaudière-Est;1036
305;23571363;249000;20 Rue Bellevue;rue;;G0C 2H0;G0C;;Chandler;20
306;11504422;175000;2574 Boul. Talbot;boulevard;;G3C 1H6;G3C;;Stoneham-et-Tewkesbury;2574
307;21597649;243500;10650 Place de l'Acadie;place;163;H4N 0B6;H4N;Montréal;Ahuntsic-Cartierville;10650
308;25106278;320000;2008 Rue Des Granges;rue;;G2E 5T3;G2E;;L'Ancienne-Lorette;2008
309;27855140;349000;1195 Ch. du Lac-Caché;chemin;;J0T 1J2;J0T;;Saint-Faustin/Lac-Carré;1195
310;15411641;249000;1651 Ave des Blaireaux;avenue;;J0K 3K0;J0K;;Chertsey;1651
311;18388666;155000;6666 Av. Fielding;avenue;103;H4V 1N6;H4V;;N.D.G.;6666
312;14746798;369000;2624 Rue des Coudriers;rue;;J1R 0G1;J1R;;Saint-Élie-d'Orford;2624
313;28167034;49900;2300 Rg du Ruisseau;rang;;J0K 2J0;J0K;;Sainte-Élisabeth;2300
314;17950250;1195000;12515 Rue De Serres;rue;;H4J 2H3;H4J;Montréal;Ahuntsic-Cartierville;12515
315;16638031;159000;1323 Rue Strawberry;rue;;J0S 1A0;J0S;;Hinchinbrooke;1323
316;11167789;559400;19 Ch. des Forestiers;chemin;;J8L 0W4;J8L;;L'Ange-Gardien;19
317;15927377;600000;1265 Rue Lambert-Closse;rue;207;H3H 1Z4;H3H;Centre-Ouest;Ville-Marie;1265
318;16743824;169000;116 Rue Beaudoin;rue;;G0S 1V0;G0S;;Lyster;116
290;21489825;359900;17 Rue Miron;rue;;J5A 1G9;J5A;;Saint-Constant;17
319;13530821;289900;859 Ch. Pintendre;chemin;;G6C 1C1;G6C;Lévis;Desjardins;859
320;15117093;349900;4306 Rue Michelet;rue;;G1P 1N3;G1P;;Duberger/Les Saules;4306
321;20218583;439000;76 92e Avenue E.;92e avenue;;J7C 5J7;J7C;;Blainville;76
322;20161492;325000;265 Rue Radisson;rue;101;H7Y 0J1;H7Y;;Saint-Jérôme;265
323;14147614;325000;120 Rue des Trésors-de-l'Île;rue;109;J5Z 5B3;J5Z;;Charlemagne;120
325;28476565;215000;5208 Rue De Subercase;rue;;G2E 2E1;G2E;;Duberger/Les Saules;5208
326;26971728;245000;1055 56e Avenue (P.-a.-T.);56e avenue;;H1A 2R9;H1A;;Pointe-aux-Trembles;1055
327;17112386;240000;235 Rue du Cercle-des-Cantons;rue;315;J2L 0R3;J2L;;Bromont;235
328;20893776;223000;235 Rue du Cercle-des-Cantons;rue;215;J2L 0R3;J2L;;Bromont;235
329;16346432;314000;235 Rue du Cercle-des-Cantons;rue;317;J2L 0R3;J2L;;Bromont;235
330;10541237;291000;235 Rue du Cercle-des-Cantons;rue;217;J2L 0R3;J2L;;Bromont;235
331;11447817;291000;235 Rue du Cercle-des-Cantons;rue;117;J2L 0R3;J2L;;Bromont;235
332;28689972;374000;235 Rue du Cercle-des-Cantons;rue;316;J2L 0R3;J2L;;Bromont;235
333;13597902;364000;235 Rue du Cercle-des-Cantons;rue;216;J2L 0R3;J2L;;Bromont;235
334;18551958;364000;235 Rue du Cercle-des-Cantons;rue;116;J2L 0R3;J2L;;Bromont;235
335;11029723;324000;29 Rue St-Jacques;rue;;J8C 2N7;J8C;;Sainte-Agathe-des-Monts;29
336;24468454;299000;235 Rue du Cercle-des-Cantons;rue;311;J2L 0R3;J2L;;Bromont;235
337;12202600;277000;235 Rue du Cercle-des-Cantons;rue;111;J2L 0R3;J2L;;Bromont;235
338;24041710;379000;261 Rue de Davos;rue;;J8B 2Z4;J8B;;Sainte-Adèle;261
339;11044970;788888;206 Av. Jean-Joseph E.;avenue;;G3L 2V4;G3L;;Saint-Raymond;206
1977;28840242;514900;20 Rue Old Park;rue;;H9J 2S1;H9J;;Kirkland;20
341;23223261;199900;1235 Rue Denise;rue;;J0K 2T0;J0K;;Sainte-Julienne;1235
342;12839632;249000;1305 Boul. des Laurentides;boulevard;402;H7M 0A4;H7M;Laval;Vimont;1305
343;19161830;549000;392 Rue du Grand-Héron;rue;;J6V 0B8;J6V;;Lachenaie;392
344;18160294;365000;105 Rue de l'Érable-Noir;rue;;J6V 0C4;J6V;;Lachenaie;105
345;21978173;0;3 Rue de la Marina;rue;;J0N 1E0;J0N;;Oka;3
346;28822184;169000;1203 Boul. des Peupliers;boulevard;;G6E 3G6;G6E;Beauce;Sainte-Marie;1203
347;27393279;749900;479 Ch. McConnell;chemin;;J9J 3M3;J9J;Rivermead;Aylmer;479
348;25548752;229500;1853 Rue Jeanne-Sauvé;rue;;J1H 6L7;J1H;Sherbrooke Mont-Bellevue;Mont-Bellevue;1853
349;21869895;229000;85 Rue Jeanne-d'Arc;rue;;J2G 4H7;J2G;;Granby;85
350;20476904;659000;90 Rue Chatillon;rue;;H9B 1B3;H9B;;Dollard-des-Ormeaux;90
351;20316214;2400;3427 Rue Joachim-Du Bellay;rue;;H7P 0E9;H7P;Laval;Chomedey;3427
352;16294314;439000;16 Rue des Parulines;rue;;J1X 7C2;J1X;;Orford;16
353;16096792;189486;Rue Madeleine-Beauchemin;madeleine-beauchemin;;G9N 6T5;G9N;;Shawinigan-Sud;Rue
354;14111309;219000;59 37e Avenue E.;37e avenue;106;J7C 5Z4;J7C;;Blainville;59
355;14013669;980000;600 Ch. Lindsay;chemin;;J0B 1T0;J0B;;Stanstead - Canton;600
356;11804949;429000;5137 Rue Mignault;rue;;H1M 1Y6;H1M;Mercier;Mercier/Hochelaga-Maisonneuve;5137
357;11584690;399900;17-19 Ch. Principal;chemin;;J0X 2C0;J0X;;Low;17-19
358;11006181;419000;136 Rue Hélène;rue;;J2X 5B1;J2X;Saint-Athanase;Saint-Jean-sur-Richelieu;136
359;10314623;340000;6886 Rue Hamilton;rue;;H4E 3C9;H4E;;Saint-Paul/Émard;6886
360;10240384;204900;100 Place du Souvenir;place;103;J6Z 0B8;J6Z;;Bois-des-Filion;100
361;10119754;314000;295 Rue Jean-Juneau;rue;;G3A 2B1;G3A;;Saint-Augustin-de-Desmaures;295
363;19292491;525000;444 Rue Bourgeoys;rue;;H3K 2M1;H3K;;Pointe-Saint-Charles;444
364;23821004;149000;6 Rue des Pensées;rue;;J0V 1K0;J0V;;Gore;6
365;17000369;149900;111 Rue de la Cité-Jardin;rue;1;J8T 0E3;J8T;;Gatineau;111
366;27956713;224900;2600 Boul. de Portland;boulevard;404;J1J 1V7;J1J;Sherbrooke;Jacques-Cartier;2600
367;23544705;250000;21 Av. Jacquard;avenue;;J5R 1A9;J5R;;Candiac;21
368;11001504;459000;247 Route 138;route;;G0A 1L0;G0A;Charlevoix;Saint-Hilarion;247
369;25929848;114500;4625 Place de la Marquise;place;102;G8Y 0H1;G8Y;;Trois-Rivières;4625
370;17946690;199000;2540 Av. Arthur-Bourret;avenue;;G1E 4E4;G1E;Vieux-Moulin;Beauport;2540
371;24562393;159000;24 Rue des Orchidées;rue;;G0S 2W0;G0S;;Saint-Lambert-de-Lauzon;24
372;20094643;199900;3727 Rg Fontarabie;rang;;J0K 3M0;J0K;;Sainte-Ursule;3727
373;18379720;165000;1005 Rue Principale;rue;;G0N 1C0;G0N;;Sainte-Clotilde-de-Beauce;1005
374;17226516;159900;1279 Boul. Iberville;boulevard;1406;J5Y 3H7;J5Y;;Repentigny;1279
376;17752931;209000;301 Av. du Sous-Bois;avenue;18;G1E 0H1;G1E;Chutes-Montmorency;Beauport;301
377;26765308;305000;300 Boul. des Cépages;boulevard;405;H7A 0G2;H7A;Laval;Duvernay;300
378;18777919;319900;1950 Rue Laurier;rue;;J4J 4J3;J4J;;Longueuil;1950
379;12661717;389800;336 Penville Baie;penville;;J0P 1R0;J0P;;Rivière-Beaudette;336
380;14156669;219000;116 Rue Loiselle;rue;;J7X 0A9;J7X;;Les Coteaux;116
381;18020049;1800;2855 Rue Le Noblet;rue;502;G1V 0C6;G1V;Saint-Louis;Sainte-Foy/Sillery/Cap-Rouge;2855
382;12423492;239900;235 Rue Yvan-Duquette;rue;;J2H 2N6;J2H;;Granby;235
383;22284778;319900;21 Rue de St-Prime;rue;;J8R 0C3;J8R;;Gatineau;21
384;21346020;359900;152 9e Rang E.;9e rang;;J2H 0T2;J2H;;Granby;152
385;12933253;469900;267 Handfield Circle;handfield;;H9S 3V1;H9S;;Dorval;267
387;13801222;179000;1684 Rue Georges-Vermette;rue;101;H1A 4R5;H1A;;Pointe-aux-Trembles;1684
388;22489034;995;4442 Rue Garnier;rue;;H2J 3S2;H2J;;Plateau Mont-Royal;4442
389;24747850;374900;65 Ch. de Fribourg;chemin;;J0R 1R2;J0R;;Saint-Sauveur;65
390;14273842;315000;4538-C Rue de la Futaie;rue;;G3A 1C7;G3A;;Saint-Augustin-de-Desmaures;4538-C
392;26355392;799900;86 Ch. Crouch;chemin;;J8N 1M9;J8N;;Val-des-Monts;86
393;16529290;1650;111 Ch. de la Pointe-Nord;chemin;604;H3E 0B3;H3E;;Île-des-Soeurs;111
394;22289560;228900;119 Rue Brouillette;rue;;J2A 0L2;J2A;Saint-Nicéphore;Drummondville;119
395;24010640;211000;6e Avenue N.;avenue;;G5Z 0R2;G5Z;;Aubert-Gallion;6e
396;26185127;187000;125 Rue Bonsecours;rue;;G0R 2B0;G0R;;L'Islet;125
398;19198357;89000;1426 Rue de Calgary;rue;;G7A 0R6;G7A;Saint-Nicolas;Les Chutes-de-la-Chaudière-Ouest;1426
399;28849686;125000;1701 Route Marie-Victorin;route;;G0S 1G0;G0S;;Deschaillons-sur-Saint-Laurent;1701
400;28165175;369000;810 Rue Louis-Hébert;rue;;J4B 6B5;J4B;;Boucherville;810
401;28157900;245000;104-3161 Boul. de la Gare;boulevard;;J7V 0P3;J7V;;Vaudreuil-Dorion;104-3161
402;27964672;109900;9 Rue Duchesne;rue;;J5W 4V7;J5W;;L'Assomption;9
403;25060518;2395;155 Rue Maurice-Richard;rue;;J7V 0J6;J7V;;Vaudreuil-Dorion;155
404;23885796;172000;1290 Ch. du Lac-St-Charles;chemin;;G0R 2T0;G0R;;Saint-Charles-de-Bellechasse;1290
405;22767845;242000;20 Rue Général-McNaughton;rue;;G1N 3R2;G1N;Saint-Sauveur;La Cité-Limoilou;20
406;22652419;280000;44-46 Ch. de la Perchaude;chemin;;J0X 2M0;J0X;;Notre-Dame-du-Laus;44-46
407;20486508;110000;5 Rue Georges-Galarneau;rue;;G1E 5B4;G1E;Vieux-Bourg;Beauport;5
408;19238841;335000;529 Av. du Caveau;avenue;;J9J 1K1;J9J;;Aylmer;529
409;19096701;254900;1116 Av. Cécile;avenue;;J0L 1T0;J0L;;Saint-Césaire;1116
410;18315452;1595000;2515 Rue David;rue;;J1X 7X3;J1X;;Magog;2515
234;14102691;649000;68 Boul. Meridian;boulevard;;H9H 4R3;H9H;;Kirkland;68
246;26658558;329000;710 Ch. des Pionniers;chemin;;J0T 2T0;J0T;;Amherst;710
260;19974143;222000;148 Ch. du Lac E.;chemin;;G3C 2E7;G3C;;Stoneham-et-Tewkesbury;148
412;16094078;195000;7865 Av. René-Descartes;avenue;7;H1E 3G6;H1E;;Rivière-des-Prairies;7865
413;28306440;1800;6280 Rue Bergevin;rue;;J4Z 1Z2;J4Z;;Brossard;6280
414;25246535;249900;141 Rue Lapointe;rue;;J0J 1E0;J0J;;Henryville;141
415;10314589;132000;2045 Rue Mimeault;rue;;G8L 2Z7;G8L;;Dolbeau-Mistassini;2045
416;21787375;380000;803 Ch. du Lac-Baribeau;chemin;;J0T 2C0;J0T;;Saint-Donat;803
418;21391196;289000;1619 Rue Montarville;rue;;J4J 3H4;J4J;;Longueuil;1619
419;18787136;359900;385 Boul. Deguire;boulevard;905;H4E 0A7;H4E;;Saint-Laurent;385
420;24051449;788000;5386 Rue West Broadway;rue;;H4V 2A4;H4V;;N.D.G.;5386
421;21881306;435000;3131 Ch. du Lac-Clair E.;chemin;;J0K 2B0;J0K;;Saint-Côme;3131
417;15279921;194500;1836 Route St-Eusèbe;route;;G8K 2N9;G8K;;Saint-Félicien;1836
375;27755557;139500;6342 Ch. St-François;chemin;;G8E 1A4;G8E;;Saint-Coeur-de-Marie;6342
411;17454197;65000;581 Rue Principale;rue;;G0Y 1M0;G0Y;;Saint-Sébastien;581
422;27341319;319900;114 Place des Geais-Bleus;place;;J0K 1K0;J0K;;Piedmont;114
423;13852283;214900;71 Rue Principale;rue;;G0S 2E0;G0S;;Saint-Apollinaire;71
424;10618672;1200;1135 Rue Marie-Anne E.;rue;;H2J 3J1;H2J;;Plateau Mont-Royal;1135
425;9676291;179000;1400 Rue des Hirondelles;rue;;J4G 2A1;J4G;;Longueuil;1400
426;16359715;387600;1098A Av. Royale;avenue;;G1E 2A6;G1E;Chutes-Montmorency;Beauport;1098A
427;11186991;448800;373Z Av. Elm;avenue;4;H9W 5Z4;H9W;;Beaconsfield;373Z
428;14433972;3300;7 Tsse les Hautvilliers;terrasse;;H2V 4P1;H2V;;Outremont;7
429;15818969;159900;109 Rue des Épinettes;rue;;G4S 1K8;G4S;;Sept-Îles;109
430;9968928;409900;1880 Rue Taschereau;rue;;H7G 2P6;H7G;Laval;Duvernay;1880
431;26383794;226050;Rue du Brévent;du;;G1B 2M4;G1B;Laurentides;Beauport;Rue
432;17904652;295000;160 Rue du Ruisselet;rue;;J7V 0L3;J7V;;Vaudreuil-Dorion;160
433;11192562;349900;14 Rue Marie-Ange;rue;;J0P 1S0;J0P;;Saint-Clet;14
434;14700618;2950;4444 Rue Sherbrooke O.;rue;402;H3Z 1E4;H3Z;;Westmount;4444
435;23133154;263000;68 Rue Nelson;rue;;G0A 1L0;G0A;;Cap-Santé;68
436;10360877;485000;1494 Av. de l'Église;avenue;1;H4E 1G2;H4E;;Saint-Paul/Émard;1494
437;24951333;284900;1395 Rue Florence;rue;;J0K 2T0;J0K;;Sainte-Julienne;1395
438;22723177;219000;1125 Boul. des Écluses;boulevard;5;J5C 2B3;J5C;;Sainte-Catherine;1125
439;22882589;172000;983 Rue St-Jacques;rue;;J3B 8P3;J3B;;Saint-Jean-sur-Richelieu;983
440;27780344;325000;21 Rue Mountain View;rue;;J0R 1H0;J0R;;Morin-Heights;21
441;13979205;136500;75 Boul. Jean-Paul-Vincent;boulevard;2;J4G 1Y4;J4G;;Longueuil;75
442;18540678;2150;2200 Rue Harriet-Quimby;rue;407;H4R 0L2;H4R;;Saint-Laurent;2200
443;15062727;349000;319-323 Rue de la Reine;rue;;G1K 2R3;G1K;Saint-Roch;La Cité-Limoilou;319-323
444;23517809;434000;738 Rue St-Paul O.;rue;229;H3C 0N5;H3C;La Cité du Multimédia;Ville-Marie;738
445;18470944;384000;564 Av. Champlain;avenue;;J0L 1H0;J0L;;Hemmingford-Village;564
446;16029989;1250;7e Avenue;avenue;;H7R 4L2;H7R;;Laval-Ouest;7e
447;27082609;600000;1665 Rue Bernadette-Laflamme;rue;;J3L 1T6;J3L;;Chambly;1665
448;14788671;1350;7e Avenue;avenue;;H7R 4L2;H7R;;Laval-Ouest;7e
449;9261648;1675;318 Rg St-Régis N.;rang;;J5A 2E7;J5A;;Saint-Constant;318
451;14844876;425000;28 Ch. du P'tit-Canada;chemin;;J0X 3G0;J0X;;La Pêche;28
452;23940986;785000;393 Boul. Neptune;boulevard;;H9S 2L5;H9S;;Dorval;393
453;20393800;679000;12 Rue des Duchesses;rue;;J8V 0E3;J8V;;Cantley;12
454;17041719;239500;1140 Rue Rodrigue;rue;100;J7M 0G8;J7M;;La Plaine;1140
455;12122657;625000;10332 Rue Berri;rue;;H3L 2G8;H3L;Montréal;Ahuntsic-Cartierville;10332
456;26202473;2495;2300 Rue Wilfrid-Reid;rue;305;H4R 0N6;H4R;;Saint-Laurent;2300
457;13922450;975000;8813 Rue des Mouflons;rue;;G1G 0H3;G1G;Orsainville;Charlesbourg;8813
458;28287185;574900;2300 Rue Wilfrid-Reid;rue;305;H4R 0N6;H4R;;Saint-Laurent;2300
459;11837342;210000;191 Rue Asselin;rue;;G0R 2T0;G0R;;Saint-Charles-de-Bellechasse;191
463;25307408;289900;2623 Rue Justine-Lacoste;rue;;H7T 0C2;H7T;Laval;Chomedey;2623
466;13081553;265000;4335 Boul. Le Corbusier;boulevard;;H7L 0G1;H7L;Laval;Sainte-Rose;4335
467;10122090;239900;802 Rue des Calcédoines;rue;101;G2L 2N1;G2L;;Charlesbourg Est;802
1978;20765268;1899999;548 Rue du Sommet;rue;;J3H 6J3;J3H;;Mont-Saint-Hilaire;548
1979;27974418;274900;600 Boul. de la Gare;boulevard;1308;J3H 0J4;J3H;;Mont-Saint-Hilaire;600
1980;16164955;450000;285 Rue du Marché;rue;;J6T 1S4;J6T;;Salaberry-de-Valleyfield;285
472;13814621;264500;2715 Rue Claisse;rue;;G1P 3E5;G1P;;Duberger/Les Saules;2715
473;21993635;148000;96 Rue St-Laurent O.;rue;;J0K 1N0;J0K;;Maskinongé;96
474;24236353;229000;8235 Rue Sherbrooke E.;rue;;H1L 1A6;H1L;Hochelaga-Maisonneuve;Mercier/Hochelaga-Maisonneuve;8235
1981;11965386;276431;501 Rue du Passage;rue;;J7R 5C4;J7R;;Saint-Eustache;501
1982;13408072;249900;100 Place Caron;place;;J7E 1W7;J7E;;Sainte-Thérèse;100
1983;22008220;234900;301Z Rue Séraphin-Bouc;rue;;J0N 1H0;J0N;;Sainte-Anne-des-Plaines;301Z
1830;15289630;190000;990-994 Rue St-Joseph;rue;;J0E 2L0;J0E;;Valcourt - Ville;990-994
475;24096226;75000;251 Ch. Deschâtelets;chemin;;J0T 2E0;J0T;;Entrelacs;251
476;13003651;190000;374 Rue des Pins;rue;;J8L 2K9;J8L;;Buckingham;374
479;27977848;175000;53 Rue Henri-Dunant;rue;;J8V 2K6;J8V;;Gatineau;53
480;20395081;209900;132 Rue Denicourt;rue;;J0E 2A0;J0E;;Saint-Alphonse-de-Granby;132
481;20055792;199900;1079 Mtée Masson;montée;;H7C 1S3;H7C;Laval;Saint-Vincent-de-Paul;1079
482;24745441;54000;50 Rue de la Rivière-des-Roches;rue;;G0A 3R0;G0A;;Saint-Ferréol-les-Neiges;50
483;17816537;115000;191 Rue St-Jacques;rue;;J0C 1A0;J0C;;Notre-Dame-du-Bon-Conseil - Village;191
484;18172160;450000;5803 Boul. Maurice-Duplessis;boulevard;;H1G 1Y2;H1G;;Montréal-Nord;5803
485;15187789;49900;1856 Ch. des Rapides;chemin;;J0T 2L0;J0T;;Amherst;1856
486;22471796;174900;1633 Rue du Quotidien;rue;;G6W 0H4;G6W;Lévis;Desjardins;1633
487;9885950;679000;1091 Rue Panneton;rue;;G2E 6E7;G2E;;L'Ancienne-Lorette;1091
488;24651597;298000;1844 Rue de Montauban;rue;;G1G 2K1;G1G;Orsainville;Charlesbourg;1844
489;25062207;269000;6935 Rue Papillon;rue;;G9B 1Z8;G9B;;Trois-Rivières-Ouest;6935
490;27452471;135000;435 Rue de Mercure;rue;103;G6W 8H3;G6W;Saint-Romuald;Les Chutes-de-la-Chaudière-Est;435
491;22436628;142000;31 Rue du Foyer N.;rue;;G0R 3X0;G0R;;Saint-Pamphile;31
492;19423273;259900;129 Rue des Louveteaux;rue;;J9J 0J4;J9J;;Aylmer;129
493;17823828;108000;114 Rg du Moulin-Rouge;rang;;J0C 1M0;J0C;;Saint-Léonard-d'Aston;114
494;14433780;1650;4643 Rue Brisebois;rue;;H7C 1L7;H7C;Laval;Saint-Vincent-de-Paul;4643
495;19717162;349000;112 Rue Flaubert;rue;;J5R 0E8;J5R;;Candiac;112
496;10719350;350000;37 Ch. des Cerisiers;chemin;;J0R 1B0;J0R;;Sainte-Anne-des-Lacs;37
497;18392574;299000;377 Rue Mercier;rue;;J5J 1V5;J5J;;Sainte-Sophie;377
498;15485956;253900;591 Av. Villeneuve;avenue;;J5M 0K9;J5M;;Saint-Lin-Laurentides;591
499;14172226;169000;484 Ch. des Pionniers O.;chemin;;G0R 2B0;G0R;;L'Islet;484
500;23021197;284900;39 84e Avenue E.;84e avenue;;J7C 3R4;J7C;;Blainville;39
502;25526986;239900;231 Ch. du Lac-Désormeaux;chemin;;J0X 1W0;J0X;Northfield;Gracefield;231
503;21245203;239900;309 Rue Ste-Catherine;rue;401;J5A 0G1;J5A;;Saint-Constant;309
504;17766459;199000;836 Rue Père-Albanel;rue;3;G1S 3A2;G1S;Montcalm;La Cité-Limoilou;836
505;24882360;139900;2555 Av. du Havre-des-Îles;avenue;325;H7W 4R4;H7W;Laval;Chomedey;2555
506;22577692;324900;60 Rue Gaëtan-Mailhiot;rue;604;J7C 0X1;J7C;;Blainville;60
507;23897678;205000;497 Av. de Castillon;avenue;;G1B 2C6;G1B;Laurentides;Beauport;497
508;11442135;334900;286 Rue du Domaine;rue;;J0H 1K0;J0H;;Saint-Denis-sur-Richelieu;286
509;10333097;229900;41 Rue Michaud;rue;;J8T 2W9;J8T;;Gatineau;41
510;20565456;249900;32 Av. Gourdeau;avenue;;G0S 1Z0;G0S;;Saint-Agapit;32
511;18094061;77500;194 Rue Desjardins;rue;;J8C 2W9;J8C;;Sainte-Agathe-des-Monts;194
512;23842693;499000;1980 Boul. de Ste-Adèle;boulevard;;J8B 2N5;J8B;;Sainte-Adèle;1980
514;17707170;329000;110 Rue Alain;rue;;J7C 2V1;J7C;;Blainville;110
515;10271617;142500;1592 Rue Principale;rue;;G0R 4A0;G0R;;Saint-Philémon;1592
516;25517953;379000;2214 Place de Melbourne;place;;H7M 3A3;H7M;Laval;Chomedey;2214
517;25405879;7000;275 Rue Étienne-Lavoie;rue;606;H7K 0E4;H7K;Laval;Sainte-Dorothée;275
518;28608802;229900;375 Rue Papineau;rue;;J2G 5Y1;J2G;;Granby;375
519;14944765;378000;14399 Boul. Gouin O.;boulevard;201;H9H 1A9;H9H;;Pierrefonds;14399
520;9116049;787000;696 Rue De Roberval;rue;;J4B 7S6;J4B;;Boucherville;696
521;27638710;349000;1329-1331 Rue des Souchets;rue;;J8B 2B7;J8B;;Sainte-Adèle;1329-1331
522;25124616;350000;836 Rue du Faubourg;rue;;J5L 1Z6;J5L;Bellefeuille;Saint-Jérôme;836
523;24428018;329900;12000 Boul. Gouin O.;boulevard;;H8Z 1V6;H8Z;;Pierrefonds;12000
524;23800978;350000;466 Rue Marie-Perle;rue;;J3H 0A9;J3H;;Mont-Saint-Hilaire;466
525;23222696;229900;11891 Rue Lachapelle;rue;403;H4J 2M2;H4J;Montréal;Ahuntsic-Cartierville;11891
526;20115235;285000;32 Rue Pichard;rue;;G0A 1E0;G0A;;Beaupré;32
527;14718294;389900;163 Rue Perce-Neige;rue;;J3H 5Y4;J3H;;Otterburn Park;163
478;24718351;494900;72 Rue Comtois;rue;;H7Y 1S6;H7Y;Laval;Sainte-Dorothée;72
501;21509238;228000;479 Av. Mousseau-Vermette;avenue;3308;H9S 0A6;H9S;;Dorval;479
513;11713551;799900;5874 Boul. des Rossignols;boulevard;;H7L 4Z2;H7L;Laval;Sainte-Rose;5874
528;14331484;155900;673 Rue Maple;rue;;J8L 2N9;J8L;;Buckingham;673
529;12845927;445000;16515 Av. Georges-Aimé;avenue;;J2T 0C2;J2T;Saint-Joseph;Saint-Hyacinthe;16515
530;20525024;0;534 Ch. de Bondville;chemin;;J0E 1R0;J0E;;Lac-Brome;534
532;20289117;569000;819 Rue Hervé N.;rue;;J0L 1N0;J0L;;Saint-Amable;819
534;9727858;499900;4967 Route 344;route;;J0V 2B0;J0V;;Saint-Placide;4967
537;26275453;489000;1513 Boul. Anne-Le Seigneur;boulevard;;J3L 6H6;J3L;;Chambly;1513
540;11370479;469900;607 Rue des Éperviers;rue;;J7K 3Z1;J7K;;Mascouche;607
543;23520767;239900;100 Av. Gatineau;avenue;;J8T 4J5;J8T;;Gatineau;100
548;27334860;439900;4533 Rue Laprade;rue;;H7T 2L4;H7T;Laval;Chomedey;4533
